timestamp,tweet_text,username,all_hashtags,followers_count,,Primary,Secondary
7/9/19 10:36,"b""@NotOneMoreBlock @NYCMayor @NYCHA @TeddyOstrow @monicamoralestv @infopobn @nypost @RidgewdTenantsU @EqualFlatbush @housingrightsNY @TribecaTrust @EdEdfigueroa172 @fitchic56522321 @NYCHA_Tenants @NYCHAsuccession @THECITYNY That's why Starbucks is on 149""",b'swipeitforward',[],1425,,I,
7/9/19 10:20,"b'@FightForNYCHA @BarackObama @NYCMayor @BilldeBlasio @NYCHA @RepAOC @AOC All true. HOPE VI &amp; RAD serve the same purpose: Support #gentrification. As a former @HUDgov tenant - I was victimized by both; here in @MoCoCouncilMD, with the aid of @MoCoDHHS &amp; @mcpnews. Tenants who objected - experienced retaliation. @ALT_DOJ &amp; @HUDOIG refused 2 assist. \xf0\x9f\x98\x92\xf0\x9f\x98\xa0'",b'LydiaDYork',['gentrification'],470,,E,EA
7/9/19 9:33,b'@AOC Replying to  @AOC The nycha has a anual operating budget of 3.2 billion dollars. 2 bil federal and 1.2 bil local. That\xe2\x80\x99s $17887.00 annual per unit and nycha can\xe2\x80\x99t maintain units. Smh',b'KeithMy2134',[],38,,C,F
7/9/19 9:18,"b""It's pretty amazing how suddenly the city is filling the potholes on Broadway, aka Canyon of Heroes. I guess it just takes a National stage to get things done.  We should put the USWNT up in NYCHA housing and make them take mass transit to the parade \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f""",b'iamavig',[],480,,C,F
7/9/19 9:17,"b'@AOC @IamJohnBurnett is pointing out that you are needed to focus on matters within your district, such as the NYCHA issues. And your first response to him is to blame Republicans?  The NYCHA is a locally governed program chaired by people who serve at the pleasure of @BilldeBlasio \xf0\x9f\xa4\xa8'",b'JasonAClaes',[],49,,C,F
7/9/19 8:48,"b""So you say you don't have money @NYCHA @NYCHA_Tenants then where are the funds coming from to fund this: crack another hole in my wall and let mold be exposed and I'm going to sue the crap out of you https://t.co/1QCdhJ3TnC""",b'GOD_HASSPOKEN47',[],198,,M,EA
7/9/19 8:39,"b'@monicamoralestv if you think NYCHA is bad, some of the private landlords can give them a run for their money. My building has 57 open violations, no C of O and the LLs are running an SRO in the top floor. https://t.co/XZwdqCvx7v'",b'shift_in2_turbo',[],3146,,E,N
7/9/19 6:42,"b'@TheLumpenprole @BennyAce @antoniogm Maybe a better comparison would be the non-coastal U.S. For an example of how great public housing is, look at NYCHA.'",b'StephenBuell2',[],8,,C,F
7/9/19 6:17,b'NYCHA left dozens of lead-poisoned kids in their contaminated apartments: report https://t.co/m5HXGtCPh3',b'MsReneAbdo',[],598,,N,N
7/9/19 6:00,b'City failed to do repairs and remove kids from lead-contaminated NYCHA apartments: reports https://t.co/ls6LMd1Y5K',b'agreatbigcity',[],14725,,N,N
7/9/19 5:55,"b'@WillBredderman @NYCHA It\xe2\x80\x99s not a false premise...the PWA built Williamsburg and Harlem River houses, and then Wagner-Steagall Act unlocked fed funding at the height of nycha\xe2\x80\x99s postwar development.  City, state &amp; feds had all once funded nycha, and all have betrayed nycha over time.'",b'Duncan_de_Ese',[],23,,PD,EA
7/9/19 5:53,b'NYC News I-Team: No Air Conditioning at NYCHA Cooling Centers https://t.co/Z4FnafHzCP https://t.co/XyX0w5T5yZ',b'NYC_NC',[],367,,N,N
7/9/19 5:35,b'@LynnePatton @JoaquinCastrotx @NYCHA @AOC So how about trump stops golfing and fixes both of those problems???',b'katfitzgerald_',[],981,,C,F
7/9/19 5:17,"b""@pattitweeting @IamJohnBurnett @AOC NYCHA has been starved of federal funds for 40 years. It started with Reagan. The lack of federal $$s by and large created the NYCHA disaster. NYC can't shoulder it alone.""",b'perlop',[],2005,,PD,F
7/9/19 4:59,"b""@IamJohnBurnett @AOC You don't need to tell my congresswoman about her nhood and living conditions in NYCHA. You need to support my congresswoman in the fight to tell the administration to fork over the money NYCHA needs. How long have you been in office?  Get on it.  John.""",b'pattitweeting',[],948,,C,EA
7/9/19 4:53,"b""Going through some papers and look what I found! Can't remember where I got this but it proves that @NYCMayor and @NYCHA already made their decision to privatize #publichousing! #brooklynisnotforsale #keeppublichousingpublic @TeddyOstrow @monicamoralestv @infopobn  @nypost #nycha https://t.co/MOGQlhFUql""",b'NotOneMoreBlock',"['publichousing', 'brooklynisnotforsale', 'keeppublichousingpublic', 'nycha']",502,,E,N
7/9/19 4:39,"b""@Duncan_de_Ese @NYCHA There's a false premise which he has promoted, and which AOC echoed, that the federal government was the historic source of NYCHA funding. The first abdication that occurred was on the city and state level, when they chose to replace local funding streams with federal ones.""",b'WillBredderman',[],5372,,C,N
7/9/19 4:23,"b""@IamJohnBurnett @AOC That's true but for a person that says that shes from the bx she sure dont know crap about all those lead and mold infestation in throgs neck projects, and other NYCHA projects in the bronx. She ain't trying to help no one but herself.""",b'Michell41542060',[],34,,C,EA
7/9/19 4:16,b'THIS IS DEM SOCIALISM: City failed to remove lead-poisoned kids from toxic NYCHA apartments... https://t.co/rjg6ilS8WS',b'drWilda',[],7242,,N,EA
7/9/19 4:16,b'THIS IS DEM SOCIALISM: City failed to remove lead-poisoned kids from toxic NYCHA apartments https://t.co/w57n2msXHj via @nypmetro',b'drWilda',[],7242,,N,EA
7/9/19 4:13,b'City failed to remove lead-poisoned kids from toxic NYCHA apartments https://t.co/1sLB41XVPW via @nypmetro',b'brsacjab',[],69,,N,N
7/9/19 4:12,"b'@WillBredderman @NYCHA Bdb\xe2\x80\x99s history might be off insofar as he lays it all on Reagan, but the cutbacks aren\xe2\x80\x99t a case of \xe2\x80\x9cboth sides\xe2\x80\x9d; more significant cuts have transpired under GOP rule. (And the mayor, to his credit, has put more $ into nycha than his predecessors.)'",b'Duncan_de_Ese',[],23,,C,N
7/9/19 4:04,b'@WillBredderman @NYCHA That\xe2\x80\x99s true...I\xe2\x80\x99m not disagreeing that this began in the 70s when the FIRE sector made its hostile takeover of the city\xe2\x80\x99s finances and imposed austerity accordingly.',b'Duncan_de_Ese',[],23,,PD,N
7/9/19 3:56,b'@WillBredderman @NYCHA This report goes into the federal-state-city shortfalls more in depth  https://t.co/ZH35JnAAr3  Thanks for the recommendation though \xe2\x80\x94 will check it out.',b'Duncan_de_Ese',[],23,,C,N
7/9/19 3:52,b'When developers take over NYCHA https://t.co/ASnFgp009b',b'Chloe_Hilliard',[],8282,,C,N
7/9/19 3:52,b'@amybath @Zx_Lycanthrope @tpodoll1 @AOC NYCHA been messed up. Ben Carson has not made anything better but he is not responsible',b'ReeseTheRanting',[],81,,C,F
7/9/19 3:50,b'New York Post : City failed to remove lead-poisoned kids from toxic NYCHA apartments. https://t.co/QLMQRGHwo0  via @GoogleNews',b'Nana4Trump2020',[],330,,N,N
7/9/19 3:46,"b'@ReeseTheRanting @Zx_Lycanthrope @tpodoll1 @AOC Well, the Department of Housing and Urban Development (HUD) is where Nycha is supposed to get some money. HUD is run by Ben Carson, a republican. Ergo...'",b'amybath',[],141,,C,N
7/9/19 3:43,"b""@KarlHof72462342 @thunder825 @defrisselle @SenSchumer @NYCHA It's republican.  It's both, really.  But they're the ones in power right now, so.""",b'SUFANbowserjr',[],331,,C,EA
7/9/19 3:26,"b'@AOC ""HUD gives over $2.4 billion every single year to NYCHA. It is not being used the way it was intended..."" -Lynne Patton https://t.co/ObIilRZhZF'",b'spdel66',[],1,,PD,N
7/9/19 3:25,"b'@AOC \xe2\x80\x9cI\xe2\x80\x99ve done the math, it\xe2\x80\x99s risen from $17 billion to $24 billion to now,  $32, 34 billion. $34 billion breaks down to about $181,000 in repairs  per NYCHA unit."" -Lynne Patton https://t.co/ObIilRZhZF'",b'spdel66',[],1,,M,N
7/9/19 3:20,b'@pd21590 @03lefty @AOC There\xe2\x80\x99s no money in it...this is project based housing   The revenue they generate isn\xe2\x80\x99t huge  A private building owner has less incentive than nycha has for doing repairs   Just hold people responsible like that plumber accountable (unless he really worked those hours)',b'Mustachio441',[],370,,M,F
7/9/19 3:15,"b'@AOC When did the Republican Party promise $34 billion to NYCHA? If these funds were approved by Congress they were approved by members of both parties. What percentage of the vote came from Dems? I guess the DNC should pay that percentage as well, right?'",b'spdel66',[],1,,C,EA
7/9/19 3:15,b'City failed to remove lead-poisoned kids from toxic NYCHA apartments. #700StrongHasTheFormula https://t.co/r58QWit5Jw',b'strong_700',['700StrongHasTheFormula'],64,,N,N
7/9/19 3:11,b'I-Team: No Air Conditioning at NYCHA Cooling Centers https://t.co/tjesAvDYlA via @',b'jonathan4ny',[],6770,,N,N
7/9/19 3:10,b'Someone please inform @AOC that #NYCHA a national disgrace and failure that shamefully fails its tenants because clueless politicians ignore the real problems that can and should be fixed immediately in favor of tumid phony complaints about needing more money. #WakeUp #BeReal https://t.co/tmuItbSQzJ',b'NICKBKNYUSA',"['NYCHA', 'WakeUp', 'BeReal']",405,,C,EA
7/9/19 3:08,b'I-Team: No Air Conditioning at NYCHA Cooling Centers https://t.co/POdoNbbvZG @MelissaRusso4NY',b'PeiSzeCheng4NY',[],7612,,N,N
7/9/19 2:57,"b""@thunder825 @defrisselle @SenSchumer @NYCHA There's a crisis now, and Trump's causing it.""",b'SUFANbowserjr',[],331,,C,EA
7/9/19 2:53,b'@FightForNYCHA @NYCSpeakerCoJo @CoreyinNYC @RepAOC @AOC @NYCHA How about the people at Fulton house come up with the money themselves...',b'face_hand2',[],4,,C,F
7/9/19 2:50,b'@FightForNYCHA @nyhca NYCHA is a broken system that needs to be rethought bc in its current form is in a death spiral',b'face_hand2',[],4,,C,N
7/9/19 2:47,b'@WillBredderman @FightForNYCHA @Duncan_de_Ese @NYCHA @AOC making up BS yet again... can\xe2\x80\x99t hide from the power of economics',b'face_hand2',[],4,,C,F
7/9/19 2:45,"b'@Duncan_de_Ese @NYCHA I touch on these points in the linked articles I wrote, but I really recommend Dagen-Bloom\xe2\x80\x99s book, which is the only comprehensive historical account of NYCHA\xe2\x80\x99s downfall'",b'WillBredderman',[],5372,,C,N
7/9/19 2:43,"b'@Duncan_de_Ese @NYCHA In fact, there were state and city budget cutbacks in the 1970s, which coincided with the Authority becoming dependent on federal revenue streams from Carter\xe2\x80\x99s HUD.'",b'WillBredderman',[],5372,,PD,N
7/9/19 2:42,"b""Give it a couple of weeks or a couple of months and I bet you that gas go right back out along with water and everything else it's not over nycha is just trying to calm the waters because they've been exposed but as soon as Monica goes away the cat will play https://t.co/VNMMHGM8aA""",b'GOD_HASSPOKEN47',[],198,,M,F
7/9/19 2:41,"b'@Duncan_de_Ese @NYCHA I read that report before composing the first piece I linked above. I don\xe2\x80\x99t recall any in-depth examination of funding history then, and found none glossing it again now. It falls into the politically convenient pattern of pretending public housing was doing dandy before Reagan'",b'WillBredderman',[],5372,,C,N
7/9/19 2:31,b'@03lefty @AOC This idiot lived in Yorktown heights 45 minutes north of any NYCHA building.  She might have good intentions but has zero clue how corrupt that agency is. Her tweet proves her ignorance.When a janitor for NYCHA makes the same amount of $ as a DR you would think she would ask why.',b'pd21590',[],294,,C,EA
7/9/19 2:30,b'City failed to do repairs and remove kids from lead-contaminated NYCHA apartments: reports https://t.co/ls6LMdjyXi',b'agreatbigcity',[],14725,,N,N
7/9/19 2:21,b'@RitchieTorres @NYCCouncil @NYCHA @News12BX What u need to do is fix the molds that are in the many bathrooms in the nycha apartments. These so called workers don\xe2\x80\x99t know how to properly remove mold. It\xe2\x80\x99s toxic for the children. There is no vents for the bathrooms. Get on it!!!!',b'CardonaGrisel',[],19,,M,EA
7/9/19 2:20,b'I need a @NYCHA connect. I want to paint the side of a building. Work is only fun if I can bless the hood too.',b'InDRAPERweTrust',[],2538,,C,S
7/9/19 2:18,b'Someone make it make sense like why... how... I know this is illegal in NYCHA https://t.co/PKP1OK22mg',b'AllHailTheCakey',[],668,,E,C
7/9/19 2:16,b'#LindseyBoylan helped lead the #Fightfor15 and pushed to enact  #PaidFamilyLeave in NY. She secured hundreds of millions of dollars for public housing (#NYCHA) and led the state\xe2\x80\x99s efforts to provide assistance for Puerto Rico after Hurricane Maria. She is a true progressive.',b'leeladaou',"['LindseyBoylan', 'Fightfor15', 'PaidFamilyLeave', 'NYCHA']",31517,,I,
7/9/19 2:15,"b'@AOC Isn\xe2\x80\x99t the NYCHA a NYC or at minimum State concern? How did this become my concern way over here in flyover country? Also, THIS is why the electoral college needs to stay in place...so the rest of the country doesn\xe2\x80\x99t get fleeced for NYC housing.'",b'hungaryjake',[],115,,Q,F
7/9/19 2:15,"b'@rcfollows @dmh18 @PerspectiveRoot @AOC Isn\xe2\x80\x99t the NYCHA a NYC or at minimum State concern? How did this become my concern way over here in flyover country? Also, THIS is why the electoral college needs to stay in place...so the rest of the country doesn\xe2\x80\x99t get fleeced for NYC housing.'",b'hungaryjake',[],115,,Q,F
7/9/19 2:06,b'City failed to remove lead-poisoned kids from toxic NYCHA apartments https://t.co/aPNQ3EriT8 via @nypmetro',b'DiannaBurba',[],256,,N,N
7/9/19 2:05,b'@arthursnorgan @ontherunhappy @AOC NYCHA is only in NYC where the majority are Democrats.',b'Sportythepig',[],7,,C,N
7/9/19 2:05,b'@AOC @AOC you know absolutely nothing as to why the NYCHA is in https://t.co/pxXTbSfJza nearly certain you haven\xe2\x80\x99t stepped foot in a public housing project. Here\xe2\x80\x99s a hint- like any Government run agency mismanagement not lack of funding caused the problem. Tell Deblasio to do his job',b'pd21590',[],294,,C,F
7/9/19 2:05,b'@AOC @RepAOC this is something you could affect positively in your own back yard. Why don\xe2\x80\x99t you help the people that actually elected you. #TheyMatterToo #NYCChildren #NYC #NYCHA #Democrats #Republicans #FixIt #HelpTheseKids #LeadPoisoning #AOC @FoxNews @CNN @ABC @CBSNews https://t.co/MwCHEsV16k',b'Kj7772992129',"['TheyMatterToo', 'NYCChildren', 'NYC', 'NYCHA', 'Democrats', 'Republicans', 'FixIt', 'HelpTheseKids', 'LeadPoisoning', 'AOC']",290,,C,F
7/9/19 2:04,b'NYCHA unite to save Public Housing in NYC https://t.co/CV1w7SFtiT',b'OccupyRadio_net',[],138,,N,S
7/9/19 1:58,b'@IamJohnBurnett @AOC GOP refusing to Fund Maintenance for NYCHA !',b'JettaGarcia',[],79,,M,F
7/9/19 1:57,b'City failed to remove lead-poisoned kids from toxic NYCHA apartments https://t.co/aPNQ3EriT8 via @nypmetro',b'DiannaBurba',[],256,,N,N
7/9/19 1:55,"b""@AOC I'll just leave this here https://t.co/kW0zsBbJ7B""",b'LNSmithee',[],3942,,I,
7/9/19 1:51,b'@KenBrow11389920 @AOC The C in NYCHA stands for city hth',b'mrpillalamarri',[],88,,I,
7/9/19 1:48,b'@ndhapple @harrysiegel These are the type of #ArtOfTheDeal bigly big business brain contracts #NYCHA is signing. https://t.co/Da1jL8Nd6S',b'IRBroadshow',"['ArtOfTheDeal', 'NYCHA']",702,,C,EA
7/9/19 1:35,"b'@WillBredderman @NYCHA Didn\xe2\x80\x99t Carey practically put the city\xe2\x80\x99s entire finances into receivership via the EFCB (who made cuts across the board)?  In any case I was using CSS\xe2\x80\x99s research on nycha  https://t.co/8zqAelY6CB  I didn\xe2\x80\x99t know about Koch, but wouldn\xe2\x80\x99t be surprised.'",b'Duncan_de_Ese',[],23,,PD,C
7/9/19 1:30,b'@AOC The GOP?  I guess you missed this: https://t.co/xdEXtXMxl6',b'NotThatGuyTX',[],31,,I,
7/9/19 1:22,b'District 9 - boarding 7&amp;8 district  Free Pre-K for All - call for a tour ! 718-410-9200. @NYCHA @PrekForAll @NYCSchools @PrekForAll @Grand_Concourse',b'AllSeasonsABC',[],69,,PD,S
7/9/19 1:17,b'@AOC Calling your bluff. Even as an anarchist I would support taking all money going to border and migrants and giving it to NYCHA. Do it. Who do you care about more?',b'CrankyJohnny',[],22,,Q,N
7/9/19 1:15,b'All it would take is $168 million from @NYCSpeakerCoJo @CoreyinNYC to allocate to Fulton Houses for him to move more to the left than @RepAOC @AOC on @NYCHA. #MoralClarity #KeepPublicHousingPublic #FightForNYCHA https://t.co/zeAvU7GpAv',b'FightForNYCHA',"['MoralClarity', 'KeepPublicHousingPublic', 'FightForNYCHA']",779,,PD,S
7/9/19 1:09,"b'@IamJohnBurnett @angelvanstark @MJtheProphet @AOC Hey @SecretaryCarson and @LynnePattonHUD , your boy here has some stuff he wants to share. Help him out as he seems to not know who to contact about the many Issues facing NYCHA.'",b'jalal_moeen',[],35,,C,N
7/9/19 1:04,b'@IamJohnBurnett you won\xe2\x80\x99t have to take s fake photos to show how bad the conditions are at @NYCHA detention centers are cleaner than some @NYCHA buliding yet @NYCMayor is running for his next jo vs doing this one \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/gmor8PRYAg',b'AA4TRUMP',[],148,,C,EA
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
