timestamp,tweet_text,username,all_hashtags,followers_count,,Primary,Secondary
7/4/19 19:33,"b'This policy is a good ex of the problem with Warren\'s instincts when it comes to crafting policy. The crux of this plan is giving money to developers to build and rehab ""affordable units"" &amp; offer grants conditional on removing local zoning. Why not build direct public housing? https://t.co/DfKYe3XgZt'",b'TSBigMoney',[],294,,Q,F
,,,,,,,
7/4/19 13:00,"b""A public housing tenant thought she wouldn't need to put in a NYCHA repair request so soon after her kitchen was fixed. But the original problem is back. And NYCHA isn't. https://t.co/j2a7n2cHhP""",b'NY1',[],446534,,M,F
,,,,,,,
7/4/19 12:33,"b""@WhenDovesCry2 @Erstejahre @AdamBandt @QldGreens It wouldn't be nearly the problem that it is today if the govt hadn't sold off so much of its public housing to past tenants, and if they hadn't allowed the housing market to get out of control, bidding up rents to unaffordability. So it is the govt's problem to solve with $$$.""",b'helen_it',[],460,,C,F
,,,,,,,
7/4/19 6:53,"b""@SenatorSurfer @leftocentre She's using that $150mill for public housing. Tasmania has a massive problem with homelessness and those $ are going towards getting people off the freezing streets and into homes. Money going to the most needy. The Feds would never do that.""",b'roguebogan',[],1199,,IR,EA
,,,,,,,
7/4/19 3:29,"b'@ApoliticalN @beamish_girl @JohnFugelsang I\xe2\x80\x99ve lived in public housing - the Navy version - a 3BR house.  Not bad at all, and *much* cheaper.  Problem is, you seem to have convinced yourself that we want the gov\xe2\x80\x99t to run everything. We DON\xe2\x80\x99T.  That\xe2\x80\x99s just the claptrap fed to you by right-wing media.'",b'RocessGlenn',[],2191,,C,EA
,,,,,,,
7/4/19 2:00,"b""The problem is larger than that though. The financialization of housing and role of land price also needs to be accounted for before prices can be reduced.  I'm not sure where @jen_keesmaat stands now, but her mayoral campaign focused on \xe2\x80\x98affordable\xe2\x80\x99, not public, housing.""",b'parismarx',[],2334,,C,F
,,,,,,,
7/3/19 14:53,"b""First, deport all the illegals on the streets of YOUR CA cities and those in public housing. Then, tell your governor &amp; state representatives to give back the billions you're taking from taxpayers in your state to pay for free HC for illegals. Problem solved! @RepMaxineWaters https://t.co/CU5cCQWm37""",b'marie_michigan',[],1385,,C,EA
,,,,,,,
7/3/19 4:11,"b""@jdcmedlock @perceval_theron @1_swimbeast Problem is, if you start building public housing and make it open to everyone the wait lists just become insane because you can't build it fast enough to meet the demand.""",b'DIorioNathaniel',[],2648,,C,F
,,,,,,,
7/2/19 21:22,"b'@GovRonDeSantis there is a housing crisis in Hillsborough, Pinellas, Pasco, Polk and other surrounding counties. Rent has skyrocketed forcing families out, public housing is out of money. Please do something to help with this problem. Have you seen the homeless numbers? Help'",b'jbenson0428',[],4271,,Q,F
,,,,,,,
7/2/19 15:14,b'@SoulReadr #homelessness isn\xe2\x80\x99t gendered and neither is poverty or the lack of public housing stock. This is a real problem. I am not alone. I want help for me before I have to sleep rough - but I want help for everyone else who is homeless too. The casual workforce doesn\xe2\x80\x99t work for me.',b'twtrrr',['homelessness'],2124,,E,F
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
