id,text,timestamp,user_location,latitude,longitude,zipcode,county,city,state,city_state,full_text,compound_sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
1.14221E+18,,Fri Jun 21 23:07:00 +0000 2019,United States,,,,,,,,"@HUDgov I am a disabled woman. I had to take Putnam County Housing Corp to Supreme Court on an Article 78 &amp; I won. They Refused to give me my voucher back. I was ILLEGALLY evicted by a village justice, Peter Collins, who said HE had jurisdiction over Supreme court. He saw my",0.9201,0.244,0.038,0.718
1.14216E+18,,Fri Jun 21 19:42:26 +0000 2019,USA ,,,,,,,,"@HUDgov: “When I moved to Washington from California, I was able to live in a place where I could afford to buy a home and be successful in my career because I wasn’t struggling to make ends meet.” Read Jessica’s story at https://t.co/cyYhDdWTWH",0.25,0.091,0.067,0.841
1.14215E+18,,Fri Jun 21 19:22:25 +0000 2019,"Santa Ana, California",33.75,-117.86,92701,6059,Santa Ana,CA,Santa Ana CA,"Yet another assistance animal #FairHousing charge. This time @HUDgov charged the owners of several rental homes in #Ottertail, #MN over their alleged refusal to allow a single mother to live with an assistance animal, a cat, for her oldest daughter, who has mental . . .  1/3",0.0258,0.043,0.041,0.915
1.14214E+18,,Fri Jun 21 18:50:01 +0000 2019,"Santa Ana, California",33.75,-117.86,92701,6059,Santa Ana,CA,Santa Ana CA,"RT @fairhousingoc: The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been charged b…",-0.2023,0,0.079,0.921
1.14213E+18,,Fri Jun 21 18:17:48 +0000 2019,"Baton Rouge, LA",30.449,-91.188,70801,22033,Baton Rouge,LA,Baton Rouge LA,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",0.8805,0.375,0,0.625
1.14212E+18,,Fri Jun 21 17:39:00 +0000 2019,"Louisiana, USA",,,,,,,,"Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have been waiting so long for this assistance. #lagov #lalege  #laflood 
https://t.co/vtUDNNXa1r",0.8805,0.282,0,0.718
1.14212E+18,,Fri Jun 21 17:08:17 +0000 2019,"Washington, DC",38.91,-77.02,20001,11001,Washington,DC,Washington DC,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0,0.194,0.806
1.14207E+18,,Fri Jun 21 14:08:53 +0000 2019,in the kitchen.,,,,,,,,@Senpai_316 @SenatorMenendez @FHAgov @HUDgov Like calls to like.,0.6124,0.455,0,0.545
1.14204E+18,,Fri Jun 21 12:00:49 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov That great idea has been tried before and.  Oh yeah the housing market collapsed. Giving people a mortgage who couldn’t afford to ever pay. Because our government said that everyone should own a home.  Look at the history before you speak.,0.7351,0.18,0.073,0.747
1.14198E+18,,Fri Jun 21 08:08:29 +0000 2019,USA,,,,,,,,@citizenwillis @RBReich @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov Drain the swamp huh??!!,0,0,0,1
1.14191E+18,,Fri Jun 21 03:25:14 +0000 2019,San Bernardino County ,,,,,,,,"A great program that the Housing Authority of SBC runs to assist families on the streets! A great partnership @HUDgov supports, but also in need of additional funding to assure no families are on the streets of @SBCounty!

https://t.co/tazbnxJERP",0.7835,0.257,0.062,0.682
1.1419E+18,,Fri Jun 21 02:50:40 +0000 2019,"Oklahoma, USA",,,,,,,,"@SenWarren @HUDgov The entire @GOP and #MAGA movements are racist, corrupt, hypocritical losers who prey on the least of us to push forward their polices and agenda.",-0.886,0,0.302,0.698
1.14189E+18,,Fri Jun 21 02:02:19 +0000 2019,NYC,,,,,,,,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0,0.194,0.806
1.14188E+18,,Fri Jun 21 01:43:02 +0000 2019,"Encinitas, CA",33.05,-117.25,92024,6073,Encinitas,CA,Encinitas CA,@SenWarren @HUDgov So he questioned why a crime against a person of color should be any different than a crime against any person which is in a sense “equality” so you call him a racist. Got it.,-0.9132,0,0.312,0.688
1.14188E+18,,Fri Jun 21 01:21:36 +0000 2019,        US,,,,,,,,"@SenWarren @HUDgov Trumps party,  the party of racist.  Right @GOP?",0.1027,0.329,0.244,0.427
1.14188E+18,,Fri Jun 21 01:15:50 +0000 2019,Connecticut,,,,,,,,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0,0.194,0.806
1.14188E+18,,Fri Jun 21 01:08:12 +0000 2019,"Washington, DC",38.91,-77.02,20001,11001,Washington,DC,Washington DC,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0,0.194,0.806
1.14188E+18,,Fri Jun 21 01:07:11 +0000 2019,"Oro Valley, AZ. ",,,,,,,,@SenWarren @HUDgov That doesn't seem fair,-0.2411,0,0.282,0.718
1.14187E+18,,Fri Jun 21 01:02:57 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov Your wrong. HUD’s role isn’t to support people of color.  It’s to support Americans regardless of color.  Stop race baiting politics. @SenWarren,0.0258,0.176,0.173,0.651
1.14187E+18,,Fri Jun 21 01:00:24 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov Why do you ignore poor white families in America? Doesn’t fit the #Democratic agenda?,-0.5362,0.116,0.278,0.606
1.14187E+18,,Fri Jun 21 00:57:32 +0000 2019,"San Antonio, TX",29.48,-98.53,78201,48029,San Antonio,TX,San Antonio TX,@SenWarren @HUDgov Democrats started KKK - Democrats were the slave owners-Democrats be keeping Black Folk down to get their vote keeping them needing government welfare!  Abe Lincoln freed the slaves was a Republican MLK was a Republican! Democrat Politicians should pay Black Folk reparations! https://t.co/B7xn5qh7Dq,0.4898,0.08,0.031,0.889
1.14187E+18,,Fri Jun 21 00:53:01 +0000 2019,"Arizona, USA",,,,,,,,@SenWarren @HUDgov Why only people of color?,0,0,0,1
1.14187E+18,,Fri Jun 21 00:47:10 +0000 2019,"San Francisco, CA",,,94101,,san francisco,ca,san francisco ca,".@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know that children belong with their families. Send comments today https://t.co/XADplg0Gtz #KeepFamiliesTogether",-0.6249,0,0.141,0.859
1.14184E+18,,Thu Jun 20 22:29:21 +0000 2019,"Bend, OR",44,-121.3,97701,41013,Bend,OR,Bend OR,Abt $300K for one emergency repair comes via the @HUDgov.,-0.3818,0,0.224,0.776
1.14182E+18,,Thu Jun 20 21:27:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,Word of the Day: CHODOS @DallasCityMgr @HUDgov https://t.co/11GYeGlLmk,0,0,0,1
1.14182E+18,,Thu Jun 20 21:24:00 +0000 2019,"Santa Ana, California",33.75,-117.86,92701,6059,Santa Ana,CA,Santa Ana CA,"The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been charged by @HUDgov with discriminating against a resident with #disabilities. The charge under the #FairHousing Act alleges the park failed to grant a . . .  1/2",-0.3818,0.056,0.114,0.83
1.14178E+18,,Thu Jun 20 18:45:17 +0000 2019,"San Diego, CA",32.72,-117.18,92101,6073,San Diego,CA,San Diego CA,"NAHREP urges Congressional leaders to pass the Homeownership for Dreamers Act! Read our full statement at https://t.co/VobrfexJJk 

NAHREP is disappointed with @HUDgov's decision to officially deny @FHAgov loans to #DACA recipients, as stated June 11, 2019. #DREAMers",-0.6996,0,0.142,0.858
1.14177E+18,,Thu Jun 20 18:13:02 +0000 2019,United States,,,,,,,,"On @GovMattersTV #IT leaders from @HUDgov, @librarycongress, and @SoftwareAG come together to discuss best practices of #digitaltransformation. #digital #fedIT https://t.co/g23nedXoFa https://t.co/kBa8SeaLbn",0.6369,0.174,0,0.826
1.14176E+18,,Thu Jun 20 17:25:01 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,RT @FairParkRising: Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,0,0,0,1
1.14176E+18,,Thu Jun 20 17:09:49 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,0,0,0,1
1.14172E+18,,Thu Jun 20 14:51:40 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,"Other than Inmate DC, who else on council intervened on behalf of ICDC with @DallasCityMgr ?  @HUDgov @KBTDallasCOS @RaqsPST #TickTock https://t.co/L6N63qnBuT",0,0,0,1
1.14171E+18,,Thu Jun 20 14:25:23 +0000 2019,"Dallas, Texas",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,RT @FairParkRising: #UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?   ht…,-0.4767,0.124,0.253,0.622
1.14169E+18,,Thu Jun 20 12:57:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,#UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?   https://t.co/6JKdAUbx01 @KBTDallasCOS https://t.co/5kjTIR7gQw,-0.4767,0.124,0.253,0.622
1.14168E+18,,Thu Jun 20 12:11:44 +0000 2019,"Sierra Vista, AZ",31.6,-110.2,85635,4003,Sierra Vista,AZ,Sierra Vista AZ,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0,0,0,1
1.1416E+18,,Thu Jun 20 07:03:39 +0000 2019,"London, England",,,,,,,,"RT @UsaStevens: #Landlords, are you grumbling because #HUD may ask  you to kick out illegals?  Of course it's a pain.   It's more work. and…",-0.5106,0,0.13,0.87
1.14157E+18,,Thu Jun 20 04:52:57 +0000 2019,Que Ti ,,,,,,,,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0,0,0,1
1.14155E+18,,Thu Jun 20 03:19:12 +0000 2019,"Dallas, Texas",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,@FairParkRising @HUDgov Does his wife still work there? What is her role?🤔,0,0,0,1
1.14155E+18,,Thu Jun 20 03:16:02 +0000 2019,"Dallas, TX",32.79,-96.8,75201,48113,Dallas,TX,Dallas TX,What is his connection to Dallas Housing Authority? @HUDgov https://t.co/HmVwvKjcKx,0.0772,0.126,0,0.874
1.14151E+18,,Thu Jun 20 01:13:12 +0000 2019,"San Francisco, CA",,,94101,,san francisco,ca,san francisco ca,".@SecretaryCarson will evict over 100K people, incl. 55K kids living in poverty, at the height of an #affordablehousing crisis. Tell @HUDgov today that you want to #KeepFamiliesTogether
https://t.co/biBopHELWK",-0.7964,0.039,0.22,0.742
1.1415E+18,,Thu Jun 20 00:32:01 +0000 2019,"Killeen, TX",31.11,-97.73,76541,48027,Killeen,TX,Killeen TX,"@citizenwillis @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov So you're saying ""drain the swamp"" was a lie? https://t.co/UnlR9qCjUE",0,0,0,1
1.1415E+18,,Thu Jun 20 00:16:51 +0000 2019,USA,,,,,,,,"@PattyMurray @HUDgov I'd bet that's now a ""new"" rule.  My guess is that it goes back to foundation of HUD that they keep genders separate.",0,0,0,1
1.14149E+18,,Wed Jun 19 23:44:10 +0000 2019,"Seattle, WA, USA",,,,,,,,Don't let this slip by: proposed @HUDgov rule would allow people to be denied shelter based on gender at a time with LGBTQ+ youth are most at risk of homelessness  https://t.co/Nw6ftkRxQO,-0.5233,0.056,0.154,0.79
1.14148E+18,,Wed Jun 19 22:43:53 +0000 2019,"Tennessee, USA",,,,,,,,@RepJimmyGomez @HUDgov @SecretaryCarson @realDonaldTrump @HispanicCaucus @TheBlackCaucus @CAPAC Illegals should not be receiving any taxpayer dollars for anything!!!!!!!!!  Deport asap!!!!!,0,0,0,1
1.14145E+18,,Wed Jun 19 20:50:52 +0000 2019,"Tennessee, USA",,,,,,,,@USAloveGOD @secretstranger9 @BilldeBlasio @andrewcuomo @LynnePattonHUD @HUDgov @nypmetro In their pockets of course,0,0,0,1
1.14144E+18,,Wed Jun 19 20:35:32 +0000 2019,Northern California ,,,,,,,,RT @JayashreeNara14: @citizenwillis @RonaldKlain @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUD…,0,0,0,1
1.14144E+18,,Wed Jun 19 20:32:20 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov The building has had bed bugs in it that wake up every spring since October 2014.  He will only pay for the heat treatment and we're in a 6 story building. When it starts to get hot they move to another apartment.,-0.1027,0,0.032,0.968
1.14144E+18,,Wed Jun 19 20:29:30 +0000 2019,United States,,,,,,,,"@buske_natalie @realDonaldTrump @HUDgov Taxpayers! Our slumlord get 706,800.00 a year when I figured it up in 2017.  Wheelchair access door broke he wouldn't pay to fix it.  Mold growing in everybody's apartment he won't do anything about that.  The closet door breaks tough s*** go without.",-0.381,0.063,0.096,0.841
1.14144E+18,,Wed Jun 19 20:28:01 +0000 2019,"Seattle, Washington",47.61,-122.33,98101,53033,Seattle,WA,Seattle WA,"@RepMaxineWaters @HUDgov @SecretaryCarson @FSCDems Yes. he is a joke. always has been. 
What will you do?",0.5994,0.274,0,0.726
1.14144E+18,,Wed Jun 19 20:27:39 +0000 2019,"Seattle, Washington",47.61,-122.33,98101,53033,Seattle,WA,Seattle WA,@FSCDems @RepMaxineWaters @SecretaryCarson @HUDgov Surely you can do something better than just shaking your head in some puzzled resignation.  Cant you?,0.296,0.212,0.204,0.584
1.14144E+18,,Wed Jun 19 20:08:13 +0000 2019,"Savannah, GA",32.07,-81.09,31401,13051,Savannah,GA,Savannah GA,RT @Rails10Deborah: @buske_natalie @realDonaldTrump @HUDgov Since 2016 I've been calling this disability right attorneys or civil Right att…,0,0,0,1
1.14144E+18,,Wed Jun 19 20:05:17 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov Since 2016 I've been calling this disability right attorneys or civil Right attorneys and the ACLU.  None want housing cases because the laws don't protect us.,-0.3412,0,0.112,0.888
1.14144E+18,,Wed Jun 19 20:03:52 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov People that live here been calling HUD 4 yrs. I sent air quality report and pictures to the president because the building has slid off the foundation.  It's sick.  It makes us sick.  DJT will blow a gasket if he knew what taxpayers were paying for.  Knew staff would hide truth,-0.7184,0.04,0.144,0.816
1.14144E+18,,Wed Jun 19 19:58:15 +0000 2019,"Savannah, GA",32.07,-81.09,31401,13051,Savannah,GA,Savannah GA,RT @Rails10Deborah: @buske_natalie @realDonaldTrump @HUDgov Thank you Natalie I could use them. I sent the president pictures of the meter…,0.3612,0.128,0,0.872
1.14143E+18,,Wed Jun 19 19:50:43 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov Unfortunately it appears that everybody agrees that a sick senior citizen is better off if they just go on and die.  Actually I wouldn't mind going to the Lord now.  not because of this but my health is getting worse and I don't feel good at all.,-0.8809,0.059,0.238,0.703
1.14143E+18,,Wed Jun 19 19:49:41 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov Thank you Natalie I could use them. I sent the president pictures of the meter readings my apartment.  I didn't expect him to actually get it but that someone in the White House would actually get involved send somebody whatever.  I'm contacted the DOJ for rights violations also.,-0.5927,0.033,0.088,0.879
1.14143E+18,,Wed Jun 19 19:31:04 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov Since I'm not getting any money I do not have any money for deposit rent or furniture most of my furniture is gone when it starts growing mold on it I have to throw it out I'm highly sensitive to mold.  nasal and throat swelling is what caused my sleep apnea I truly believe it.,0.5574,0.08,0,0.92
1.14143E+18,,Wed Jun 19 19:29:36 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov I wrote to president I've even wrote to that sorry Ben Carson show them the air quality report you name it I never got anything from the president.  Contacted him snail mail and through the online email form.  Ben Carson told me to call my local HUD.  HUD ignores this place,-0.34,0,0.064,0.936
1.14143E+18,,Wed Jun 19 19:28:16 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov The thing is I'm actually allergic to all the water damage I became allergic from breathing it so long.  I complained called City xcetera.  They did not renew my lease so I lost my HUD assistance.  I couldn't pay for rent=evicted.  Lived here twenty years. NC very deep state.,-0.9057,0.023,0.239,0.739
1.14143E+18,,Wed Jun 19 19:24:22 +0000 2019,"Seattle, WA",47.61,-122.33,98101,53033,Seattle,WA,Seattle WA,@PattyMurray @HUDgov What is the legal definition of a transgender person? What if I claim to be transgender just to be added to the protected class? How do you quantify this?,0.6046,0.155,0,0.845
1.14142E+18,,Wed Jun 19 19:01:05 +0000 2019,USA,,,,,,,,"RT @ncwentz: @PattyMurray @HUDgov Sen Murray, you need to rethink. Transgender concept made policy by Obama is scientific &amp; religious sacri…",0,0,0,1
1.14142E+18,,Wed Jun 19 19:00:59 +0000 2019,USA,,,,,,,,"@PattyMurray @HUDgov Sen Murray, you need to rethink. Transgender concept made policy by Obama is scientific &amp; religious sacrilege. Exposing this notion to our children and in public schools is Child Abuse. This sick concept disrupts society and must be banned from public discourse like the “N” word.",-0.8928,0.043,0.225,0.733
1.14142E+18,,Wed Jun 19 18:42:21 +0000 2019,"EASTLAKE, CALIFORNIA, U.S.A.",,,,,,,,RT @REI2day: Opportunity Zones: A New Dawn for Economic Opportunity #realestateinvesting #opportunityzones #useconomy #redevelopment @secre…,0.6808,0.318,0,0.682
1.14142E+18,,Wed Jun 19 18:42:01 +0000 2019,"EASTLAKE, CALIFORNIA, U.S.A.",,,,,,,,RT @REI2day: HUD Offering Incentives to Multifamily Owners to Invest in Opportunity Zones #realestateinvesting #apartments #opportunityzone…,0.6249,0.267,0,0.733
1.14141E+18,,Wed Jun 19 18:38:25 +0000 2019,"Arizona, USA",,,,,,,,@USAloveGOD @LazyMeatball @BilldeBlasio @andrewcuomo @LynnePattonHUD @HUDgov @nypmetro I don’t get #deBlasio at all. Why is he stumping the NYC Green Deal to make high rent paying companies in modern blgs retrofit air conditioning when his city’s run decrepit housing is full of lead paint?,0,0,0,1
1.14141E+18,,Wed Jun 19 18:24:51 +0000 2019,"Fighting Rethugs in, Michigan USA",,,,,,,,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0,0,0,1
1.14141E+18,,Wed Jun 19 18:23:21 +0000 2019,"Washington, DC",38.91,-77.02,20001,11001,Washington,DC,Washington DC,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0,0,0,1
1.14141E+18,,Wed Jun 19 18:16:35 +0000 2019,USA,,,,,,,,RT @ncwentz: @PattyMurray @HUDgov The transgender concept made policy by Obama days before leaving office is scientific &amp; religious sacrile…,0,0,0,1
