id,text,timestamp,user_location,latitude,longitude,zipcode,county,city,state,city_state,full_text,compound_sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
1143265772158033921,,Mon Jun 24 21:12:55 +0000 2019,United States,,,,,,,,"@RepKatiePorter @HUDgov @CFPB Thank you for working hard @RepKatiePorter and protecting citizens, unlike @SpeakerPelosi who is all talk. Show her how it’s done!",0.3382,0.111,0.056,0.834
1143248968802918405,,Mon Jun 24 20:06:09 +0000 2019,"Binghamton, NY and...",,,,,,,,RT @mychinchilla: Please submit public comment against @HUDgov 's proposed rule change on mixed status families in public housing. If passe…,0.3182,0.103,0.0,0.897
1143241645669801984,,Mon Jun 24 19:37:03 +0000 2019,East Bay,37.8794144,-122.1793265,94563.0,6013.0,Orinda,CA,Orinda CA,@RepKatiePorter @HUDgov @CFPB I’m EXHAUSTED with all this crap!  What can we do about it?  @SecretaryCarson knows ZERO about HUD. Your questioning was 💯% but now what????? Now what??? Now What???,-0.6776,0.0,0.19,0.81
1143238349647417346,,Mon Jun 24 19:23:57 +0000 2019,Canada,,,,,,,,@RepKatiePorter @HUDgov @CFPB These people are @shameless,0.0,0.0,0.0,1.0
1143236793149599746,,Mon Jun 24 19:17:46 +0000 2019,United States,,,,,,,,"@RepKatiePorter @HUDgov @CFPB Drain the swamp? Joke was on his voters. 
trump and cronies are the swamp.",0.296,0.121,0.0,0.879
1143221201268948992,,Mon Jun 24 18:15:49 +0000 2019,"Los Angeles, CA",33.97,-118.25,90001.0,6037.0,los angeles,ca,los angeles ca,RT @mychinchilla: Please submit public comment against @HUDgov 's proposed rule change on mixed status families in public housing. If passe…,0.3182,0.103,0.0,0.897
1143216698410950656,,Mon Jun 24 17:57:55 +0000 2019,Los Angeles,,,,,,,,There's still time to speak out against this proposed rule change. Join @LAHomeless by sending a public comment to @HUDgov by July 9th --&gt; https://t.co/sc8BAZcBM1,0.296,0.087,0.0,0.913
1143215679660650497,,Mon Jun 24 17:53:52 +0000 2019,Los Angeles,,,,,,,,".@HUDgov has proposed a rule change that would kick mixed-status immigrant families out of federally-assisted low-income housing. 

This rule could send 11,000 people in Los Angeles into homelessness.
https://t.co/1AW4DwvB7z",0.0,0.0,0.0,1.0
1143210967754407936,,Mon Jun 24 17:35:09 +0000 2019,"California, USA",,,,,,,,RT @mychinchilla: Please submit public comment against @HUDgov 's proposed rule change on mixed status families in public housing. If passe…,0.3182,0.103,0.0,0.897
1143207977597358082,,Mon Jun 24 17:23:16 +0000 2019,"San Francisco, CA",,,94101.0,,san francisco,ca,san francisco ca,Proud to see my KPMG colleagues work to help @HUDgov modernize its grants dashboard - a project that was recently recognized with a 2019 Federal IT Innovation Award from @MicroStrategy! #KPMGFed #KPMGProud https://t.co/YTuhcJdhRd,0.92,0.36,0.0,0.64
1143199433527418880,,Mon Jun 24 16:49:19 +0000 2019,"Los Angeles, CA",33.97,-118.25,90001.0,6037.0,los angeles,ca,los angeles ca,"Please submit public comment against @HUDgov 's proposed rule change on mixed status families in public housing. If passed, this change will put thousands of adults &amp; children on the streets. Read about the proposed change on @LAHomeless 's site  https://t.co/ow3NtU9lPA",0.3182,0.054,0.0,0.946
1143186510721630208,,Mon Jun 24 15:57:58 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,RT @fairhousingoc: Yet another assistance animal #FairHousing charge. This time @HUDgov charged the owners of several rental homes in #Otte…,-0.2023,0.0,0.087,0.913
1143186419546021888,,Mon Jun 24 15:57:36 +0000 2019,United States,,,,,,,,@McCoyMandujano @stclairashley @TPUSA @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov Just wait until he finds out about the Israel Lobby,0.0258,0.048,0.0,0.952
1143154930842243072,,Mon Jun 24 13:52:28 +0000 2019,United States,,,,,,,,RT @OccupyLacksIQ: @SenWarren @HUDgov Your wrong. HUD’s role isn’t to support people of color.  It’s to support Americans regardless of col…,0.3182,0.204,0.117,0.679
1143154295711457280,,Mon Jun 24 13:49:57 +0000 2019,United States,,,,,,,,RT @meeatme65: @SenWarren @HUDgov That great idea has been tried before and.  Oh yeah the housing market collapsed. Giving people a mortgag…,0.765,0.313,0.076,0.612
1143152268482686977,,Mon Jun 24 13:41:54 +0000 2019,United States,,,,,,,,@BigCFinancial @SenWarren @SharylAttkisson @HUDgov You got that right.,0.0,0.0,0.0,1.0
1143152011510276097,,Mon Jun 24 13:40:52 +0000 2019,United States,,,,,,,,"RT @BigCFinancial: @SenWarren @SharylAttkisson @HUDgov ""Close the homeownership gap""...weve been down that road before &amp; it led to the hous…",0.0,0.0,0.0,1.0
1143135186118463490,,Mon Jun 24 12:34:01 +0000 2019,Michigan,,,,,,,,"@SenWarren @SharylAttkisson @HUDgov ""Close the homeownership gap""...weve been down that road before &amp; it led to the housing crisis in '08. Sub-prime lending as a %basis on total loans issued was required. This resulted in banks being forced to lend to those who werent qualified in order to lend to those that were.",-0.7964,0.0,0.124,0.876
1143093325060354049,,Mon Jun 24 09:47:40 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov So all the Democrats do is tell us we're all victims when it's not true. Pathetic.,-0.1615,0.132,0.205,0.663
1143064866329989120,,Mon Jun 24 07:54:35 +0000 2019,"Flagstaff, AZ",35.2,-111.8,86001.0,4005.0,flagstaff,az,flagstaff az,@SenWarren @SharylAttkisson @HUDgov What about your past writings on your race? Or Biden’s past sayings on race?,0.0,0.0,0.0,1.0
1142855302213177352,,Sun Jun 23 18:01:51 +0000 2019,Phoenix,,,,,,,,The latest The Affordable Housing #AZ Weekly! https://t.co/gzhNWCeSuH Thanks to @lauriewickersh1 @urbaninstitute @HUDgov #governance #economy,0.4926,0.186,0.0,0.814
1142839865396125697,,Sun Jun 23 17:00:31 +0000 2019,"Mount Pleasant, TX",33.2,-95.0,75455.0,48159.0,mount pleasant,tx,mount pleasant tx,"@SenWarren @HUDgov Pandering, pandering, pandering...that's all you dens do...",0.0,0.0,0.0,1.0
1142838660993363968,,Sun Jun 23 16:55:44 +0000 2019,"Mount Pleasant, TX",33.2,-95.0,75455.0,48159.0,mount pleasant,tx,mount pleasant tx,"@SenWarren @HUDgov Don't act like your not part of that problem. Dems created racism, segregation, block busting as well as holding down black America from real opportunities. All the while putting pitty on them. As long as Dems like you are in office, blacks will never have a solid chance. Go away",-0.8557,0.103,0.264,0.633
1142653510670069761,,Sun Jun 23 04:40:01 +0000 2019,Houston TX,29.8384948,-95.44648649999999,77018.0,48201.0,Houston,TX,Houston TX,@ushahmd @SylvesterTurner @hcphtx @EPA @HUDgov Thanks for being there.,0.4404,0.266,0.0,0.734
1142632897972543488,,Sun Jun 23 03:18:06 +0000 2019,"Anaheim, CA",33.85,-117.96,92801.0,6059.0,anaheim,ca,anaheim ca,@JoeDeFeliceHUD @homelessadvisor @HUDgov @SecretaryCarson @HUDMidAtlantic When is the next Audit on Non-Profits that help the homeless?,0.4019,0.153,0.0,0.847
1142444480080957440,,Sat Jun 22 14:49:24 +0000 2019,"Los Angeles, California",33.97,-118.25,90001.0,6037.0,los angeles,ca,los angeles ca,"Panel 1️⃣: Mitigating High Heat Impacts @HUDgov @CSO_LACo @BSSLosAngeles @TreePeople_org @UCLALuskin 

Panel 2️⃣: Living with Freeways @metrolosangeles @KeckMedUSC @lapublichealth @LACity 

#Plan4Health https://t.co/AWLdVziuVk",0.0,0.0,0.0,1.0
1142297521441710080,,Sat Jun 22 05:05:26 +0000 2019,"Carmel, NY",41.4,-73.7,10512.0,36079.0,carmel,ny,carmel ny,"RT @Homelessmom_pup: @HUDgov a file has been shared using Link Sharing.
https://t.co/hxcpMlpvzK
(Expires: Jun 22, 2019)",0.6369,0.286,0.0,0.714
1142256940686434305,,Sat Jun 22 02:24:11 +0000 2019,Work in Boston - Live WMass.,,,,,,,,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",0.8805,0.375,0.0,0.625
1142239541740429313,,Sat Jun 22 01:15:03 +0000 2019,"Denham Springs, LA",30.6,-90.9,70706.0,22063.0,denham springs,la,denham springs la,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",0.8805,0.375,0.0,0.625
1142222927028510720,,Sat Jun 22 00:09:01 +0000 2019,"Carmel, NY",41.4,-73.7,10512.0,36079.0,carmel,ny,carmel ny,"RT @Homelessmom_pup: @HUDgov file has been shared using
https://t.co/4TX2UIkOYR
(Expires: Jun 22, 2019)",0.34,0.167,0.0,0.833
1142222849152888832,,Sat Jun 22 00:08:43 +0000 2019,United States,,,,,,,,"@HUDgov a file has been shared using Link Sharing.
https://t.co/hxcpMlpvzK
(Expires: Jun 22, 2019)",0.6369,0.321,0.0,0.679
1142222600598409216,,Sat Jun 22 00:07:44 +0000 2019,United States,,,,,,,,"@HUDgov file has been shared using
https://t.co/4TX2UIkOYR
(Expires: Jun 22, 2019)",0.34,0.194,0.0,0.806
1142207317708066816,,Fri Jun 21 23:07:00 +0000 2019,United States,,,,,,,,"@HUDgov I am a disabled woman. I had to take Putnam County Housing Corp to Supreme Court on an Article 78 &amp; I won. They Refused to give me my voucher back. I was ILLEGALLY evicted by a village justice, Peter Collins, who said HE had jurisdiction over Supreme court. He saw my",0.9201,0.244,0.038,0.718
1142155838376820736,,Fri Jun 21 19:42:26 +0000 2019,USA ,,,,,,,,"@HUDgov: “When I moved to Washington from California, I was able to live in a place where I could afford to buy a home and be successful in my career because I wasn’t struggling to make ends meet.” Read Jessica’s story at https://t.co/cyYhDdWTWH",0.25,0.091,0.067,0.841
1142150800564617216,,Fri Jun 21 19:22:25 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,"Yet another assistance animal #FairHousing charge. This time @HUDgov charged the owners of several rental homes in #Ottertail, #MN over their alleged refusal to allow a single mother to live with an assistance animal, a cat, for her oldest daughter, who has mental . . .  1/3",0.0258,0.043,0.041,0.915
1142142645986156544,,Fri Jun 21 18:50:01 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,"RT @fairhousingoc: The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been charged b…",-0.2023,0.0,0.079,0.921
1142134537608146945,,Fri Jun 21 18:17:48 +0000 2019,"Baton Rouge, LA",30.449,-91.188,70801.0,22033.0,baton rouge,la,baton rouge la,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",0.8805,0.375,0.0,0.625
1142124773196984320,,Fri Jun 21 17:39:00 +0000 2019,"Louisiana, USA",,,,,,,,"Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have been waiting so long for this assistance. #lagov #lalege  #laflood 
https://t.co/vtUDNNXa1r",0.8805,0.282,0.0,0.718
1142117042830630915,,Fri Jun 21 17:08:17 +0000 2019,"Washington, DC",38.91,-77.02,20001.0,11001.0,washington,dc,washington dc,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0.0,0.194,0.806
1142071897393438720,,Fri Jun 21 14:08:53 +0000 2019,in the kitchen.,,,,,,,,@Senpai_316 @SenatorMenendez @FHAgov @HUDgov Like calls to like.,0.6124,0.455,0.0,0.545
1142039668881600513,,Fri Jun 21 12:00:49 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov That great idea has been tried before and.  Oh yeah the housing market collapsed. Giving people a mortgage who couldn’t afford to ever pay. Because our government said that everyone should own a home.  Look at the history before you speak.,0.7351,0.18,0.073,0.747
1141981200535474176,,Fri Jun 21 08:08:29 +0000 2019,USA,,,,,,,,@citizenwillis @RBReich @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov Drain the swamp huh??!!,0.0,0.0,0.0,1.0
1141909918368317441,,Fri Jun 21 03:25:14 +0000 2019,San Bernardino County ,,,,,,,,"A great program that the Housing Authority of SBC runs to assist families on the streets! A great partnership @HUDgov supports, but also in need of additional funding to assure no families are on the streets of @SBCounty!

https://t.co/tazbnxJERP",0.7835,0.257,0.062,0.682
1141901216194138114,,Fri Jun 21 02:50:40 +0000 2019,"Oklahoma, USA",,,,,,,,"@SenWarren @HUDgov The entire @GOP and #MAGA movements are racist, corrupt, hypocritical losers who prey on the least of us to push forward their polices and agenda.",-0.886,0.0,0.302,0.698
1141889048828698627,,Fri Jun 21 02:02:19 +0000 2019,NYC,,,,,,,,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0.0,0.194,0.806
1141884197511897088,,Fri Jun 21 01:43:02 +0000 2019,"Encinitas, CA",33.05,-117.25,92024.0,6073.0,encinitas,ca,encinitas ca,@SenWarren @HUDgov So he questioned why a crime against a person of color should be any different than a crime against any person which is in a sense “equality” so you call him a racist. Got it.,-0.9132,0.0,0.312,0.688
1141878804211732482,,Fri Jun 21 01:21:36 +0000 2019,        US,,,,,,,,"@SenWarren @HUDgov Trumps party,  the party of racist.  Right @GOP?",0.1027,0.329,0.244,0.427
1141877353896972288,,Fri Jun 21 01:15:50 +0000 2019,Connecticut,,,,,,,,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0.0,0.194,0.806
1141875431358029828,,Fri Jun 21 01:08:12 +0000 2019,"Washington, DC",38.91,-77.02,20001.0,11001.0,washington,dc,washington dc,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",-0.6249,0.0,0.194,0.806
1141875177526980608,,Fri Jun 21 01:07:11 +0000 2019,"Oro Valley, AZ. ",,,,,,,,@SenWarren @HUDgov That doesn't seem fair,-0.2411,0.0,0.282,0.718
1141874111137943554,,Fri Jun 21 01:02:57 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov Your wrong. HUD’s role isn’t to support people of color.  It’s to support Americans regardless of color.  Stop race baiting politics. @SenWarren,0.0258,0.176,0.173,0.651
1141873467991699456,,Fri Jun 21 01:00:24 +0000 2019,United States,,,,,,,,@SenWarren @HUDgov Why do you ignore poor white families in America? Doesn’t fit the #Democratic agenda?,-0.5362,0.116,0.278,0.606
1141872747301224450,,Fri Jun 21 00:57:32 +0000 2019,"San Antonio, TX",29.48,-98.53,78201.0,48029.0,san antonio,tx,san antonio tx,@SenWarren @HUDgov Democrats started KKK - Democrats were the slave owners-Democrats be keeping Black Folk down to get their vote keeping them needing government welfare!  Abe Lincoln freed the slaves was a Republican MLK was a Republican! Democrat Politicians should pay Black Folk reparations! https://t.co/B7xn5qh7Dq,0.4898,0.08,0.031,0.889
1141871611571666945,,Fri Jun 21 00:53:01 +0000 2019,"Arizona, USA",,,,,,,,@SenWarren @HUDgov Why only people of color?,0.0,0.0,0.0,1.0
1141870136158064641,,Fri Jun 21 00:47:10 +0000 2019,"San Francisco, CA",,,94101.0,,san francisco,ca,san francisco ca,".@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know that children belong with their families. Send comments today https://t.co/XADplg0Gtz #KeepFamiliesTogether",-0.6249,0.0,0.141,0.859
1141835456298016770,,Thu Jun 20 22:29:21 +0000 2019,"Bend, OR",44.0,-121.3,97701.0,41013.0,bend,or,bend or,Abt $300K for one emergency repair comes via the @HUDgov.,-0.3818,0.0,0.224,0.776
1141819913176276992,,Thu Jun 20 21:27:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,Word of the Day: CHODOS @DallasCityMgr @HUDgov https://t.co/11GYeGlLmk,0.0,0.0,0.0,1.0
1141819010754830336,,Thu Jun 20 21:24:00 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,"The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been charged by @HUDgov with discriminating against a resident with #disabilities. The charge under the #FairHousing Act alleges the park failed to grant a . . .  1/2",-0.3818,0.056,0.114,0.83
1141779066434883584,,Thu Jun 20 18:45:17 +0000 2019,"San Diego, CA",32.72,-117.18,92101.0,6073.0,san diego,ca,san diego ca,"NAHREP urges Congressional leaders to pass the Homeownership for Dreamers Act! Read our full statement at https://t.co/VobrfexJJk 

NAHREP is disappointed with @HUDgov's decision to officially deny @FHAgov loans to #DACA recipients, as stated June 11, 2019. #DREAMers",-0.6996,0.0,0.142,0.858
1141770949571862529,,Thu Jun 20 18:13:02 +0000 2019,United States,,,,,,,,"On @GovMattersTV #IT leaders from @HUDgov, @librarycongress, and @SoftwareAG come together to discuss best practices of #digitaltransformation. #digital #fedIT https://t.co/g23nedXoFa https://t.co/kBa8SeaLbn",0.6369,0.174,0.0,0.826
1141758869259116544,,Thu Jun 20 17:25:01 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,RT @FairParkRising: Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,0.0,0.0,0.0,1.0
1141755044104196096,,Thu Jun 20 17:09:49 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,0.0,0.0,0.0,1.0
1141720275878338561,,Thu Jun 20 14:51:40 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,"Other than Inmate DC, who else on council intervened on behalf of ICDC with @DallasCityMgr ?  @HUDgov @KBTDallasCOS @RaqsPST #TickTock https://t.co/L6N63qnBuT",0.0,0.0,0.0,1.0
1141713659355381760,,Thu Jun 20 14:25:23 +0000 2019,"Dallas, Texas",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,RT @FairParkRising: #UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?   ht…,-0.4767,0.124,0.253,0.622
1141691565741621249,,Thu Jun 20 12:57:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,#UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?   https://t.co/6JKdAUbx01 @KBTDallasCOS https://t.co/5kjTIR7gQw,-0.4767,0.124,0.253,0.622
1141680026942750725,,Thu Jun 20 12:11:44 +0000 2019,"Sierra Vista, AZ",31.6,-110.2,85635.0,4003.0,sierra vista,az,sierra vista az,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0.0,0.0,0.0,1.0
1141602493492805632,,Thu Jun 20 07:03:39 +0000 2019,"London, England",,,,,,,,"RT @UsaStevens: #Landlords, are you grumbling because #HUD may ask  you to kick out illegals?  Of course it's a pain.   It's more work. and…",-0.5106,0.0,0.13,0.87
1141569602721161217,,Thu Jun 20 04:52:57 +0000 2019,Que Ti ,,,,,,,,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,0.0,0.0,0.0,1.0
1141546010424107008,,Thu Jun 20 03:19:12 +0000 2019,"Dallas, Texas",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,@FairParkRising @HUDgov Does his wife still work there? What is her role?🤔,0.0,0.0,0.0,1.0
1141545212168347648,,Thu Jun 20 03:16:02 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,What is his connection to Dallas Housing Authority? @HUDgov https://t.co/HmVwvKjcKx,0.0772,0.126,0.0,0.874
1141514302764929025,,Thu Jun 20 01:13:12 +0000 2019,"San Francisco, CA",,,94101.0,,san francisco,ca,san francisco ca,".@SecretaryCarson will evict over 100K people, incl. 55K kids living in poverty, at the height of an #affordablehousing crisis. Tell @HUDgov today that you want to #KeepFamiliesTogether
https://t.co/biBopHELWK",-0.7964,0.039,0.22,0.742
1141503936035037184,,Thu Jun 20 00:32:01 +0000 2019,"Killeen, TX",31.11,-97.73,76541.0,48027.0,killeen,tx,killeen tx,"@citizenwillis @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov So you're saying ""drain the swamp"" was a lie? https://t.co/UnlR9qCjUE",0.0,0.0,0.0,1.0
1141500120447348737,,Thu Jun 20 00:16:51 +0000 2019,USA,,,,,,,,"@PattyMurray @HUDgov I'd bet that's now a ""new"" rule.  My guess is that it goes back to foundation of HUD that they keep genders separate.",0.0,0.0,0.0,1.0
1141491897828962305,,Wed Jun 19 23:44:10 +0000 2019,"Seattle, WA, USA",,,,,,,,Don't let this slip by: proposed @HUDgov rule would allow people to be denied shelter based on gender at a time with LGBTQ+ youth are most at risk of homelessness  https://t.co/Nw6ftkRxQO,-0.5233,0.056,0.154,0.79
1141476724691091456,,Wed Jun 19 22:43:53 +0000 2019,"Tennessee, USA",,,,,,,,@RepJimmyGomez @HUDgov @SecretaryCarson @realDonaldTrump @HispanicCaucus @TheBlackCaucus @CAPAC Illegals should not be receiving any taxpayer dollars for anything!!!!!!!!!  Deport asap!!!!!,0.0,0.0,0.0,1.0
1141448283539349504,,Wed Jun 19 20:50:52 +0000 2019,"Tennessee, USA",,,,,,,,@USAloveGOD @secretstranger9 @BilldeBlasio @andrewcuomo @LynnePattonHUD @HUDgov @nypmetro In their pockets of course,0.0,0.0,0.0,1.0
1141444426151030784,,Wed Jun 19 20:35:32 +0000 2019,Northern California ,,,,,,,,RT @JayashreeNara14: @citizenwillis @RonaldKlain @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUD…,0.0,0.0,0.0,1.0
1141443617996857344,,Wed Jun 19 20:32:20 +0000 2019,United States,,,,,,,,@buske_natalie @realDonaldTrump @HUDgov The building has had bed bugs in it that wake up every spring since October 2014.  He will only pay for the heat treatment and we're in a 6 story building. When it starts to get hot they move to another apartment.,-0.1027,0.0,0.032,0.968
1141442904222851073,,Wed Jun 19 20:29:30 +0000 2019,United States,,,,,,,,"@buske_natalie @realDonaldTrump @HUDgov Taxpayers! Our slumlord get 706,800.00 a year when I figured it up in 2017.  Wheelchair access door broke he wouldn't pay to fix it.  Mold growing in everybody's apartment he won't do anything about that.  The closet door breaks tough s*** go without.",-0.381,0.063,0.096,0.841
1141442533962080256,,Wed Jun 19 20:28:01 +0000 2019,"Seattle, Washington",47.61,-122.33,98101.0,53033.0,seattle,wa,seattle wa,"@RepMaxineWaters @HUDgov @SecretaryCarson @FSCDems Yes. he is a joke. always has been. 
What will you do?",0.5994,0.274,0.0,0.726
1141442438910730240,,Wed Jun 19 20:27:39 +0000 2019,"Seattle, Washington",47.61,-122.33,98101.0,53033.0,seattle,wa,seattle wa,@FSCDems @RepMaxineWaters @SecretaryCarson @HUDgov Surely you can do something better than just shaking your head in some puzzled resignation.  Cant you?,0.296,0.212,0.204,0.584
1141437548159520769,,Wed Jun 19 20:08:13 +0000 2019,"Savannah, GA",32.07,-81.09,31401.0,13051.0,savannah,ga,savannah ga,RT @Rails10Deborah: @buske_natalie @realDonaldTrump @HUDgov Since 2016 I've been calling this disability right attorneys or civil Right att…,0.0,0.0,0.0,1.0
