id,text,timestamp,user_location,latitude,longitude,zipcode,county,city,state,city_state,compound_sentiment,positive_sentiment,negative_sentiment,neutral_sentiment
1142653510670069761,@ushahmd @SylvesterTurner @hcphtx @EPA @HUDgov Thanks for being there.,Sun Jun 23 04:40:01 +0000 2019,Houston TX,29.8384948,-95.44648649999999,77018.0,48201.0,Houston,TX,Houston TX,0.4404,0.266,0.0,0.734
1142632897972543488,@JoeDeFeliceHUD @homelessadvisor @HUDgov @SecretaryCarson @HUDMidAtlantic When is the next Audit on Non-Profits that help the homeless?,Sun Jun 23 03:18:06 +0000 2019,"Anaheim, CA",33.85,-117.96,92801.0,6059.0,anaheim,ca,anaheim ca,0.4019,0.153,0.0,0.847
1142444480080957440,"Panel 1️⃣: Mitigating High Heat Impacts @HUDgov @CSO_LACo @BSSLosAngeles @TreePeople_org @UCLALuskin 

Panel 2️⃣: L… https://t.co/TJEOKpLGju",Sat Jun 22 14:49:24 +0000 2019,"Los Angeles, California",33.97,-118.25,90001.0,6037.0,los angeles,ca,los angeles ca,0.0,0.0,0.0,1.0
1142297521441710080,"RT @Homelessmom_pup: @HUDgov a file has been shared using Link Sharing.
https://t.co/hxcpMlpvzK
(Expires: Jun 22, 2019)",Sat Jun 22 05:05:26 +0000 2019,"Carmel, NY",41.4,-73.7,10512.0,36079.0,carmel,ny,carmel ny,0.6369,0.286,0.0,0.714
1142256940686434305,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",Sat Jun 22 02:24:11 +0000 2019,Work in Boston - Live WMass.,,,,,,,,0.8805,0.375,0.0,0.625
1142239541740429313,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",Sat Jun 22 01:15:03 +0000 2019,"Denham Springs, LA",30.6,-90.9,70706.0,22063.0,denham springs,la,denham springs la,0.8805,0.375,0.0,0.625
1142222927028510720,"RT @Homelessmom_pup: @HUDgov file has been shared using
https://t.co/4TX2UIkOYR
(Expires: Jun 22, 2019)",Sat Jun 22 00:09:01 +0000 2019,"Carmel, NY",41.4,-73.7,10512.0,36079.0,carmel,ny,carmel ny,0.34,0.167,0.0,0.833
1142222849152888832,"@HUDgov a file has been shared using Link Sharing.
https://t.co/hxcpMlpvzK
(Expires: Jun 22, 2019)",Sat Jun 22 00:08:43 +0000 2019,United States,,,,,,,,0.6369,0.321,0.0,0.679
1142222600598409216,"@HUDgov file has been shared using
https://t.co/4TX2UIkOYR
(Expires: Jun 22, 2019)",Sat Jun 22 00:07:44 +0000 2019,United States,,,,,,,,0.34,0.194,0.0,0.806
1142207317708066816,@HUDgov I am a disabled woman. I had to take Putnam County Housing Corp to Supreme Court on an Article 78 &amp; I won.… https://t.co/gWkw5vf46b,Fri Jun 21 23:07:00 +0000 2019,United States,,,,,,,,0.5574,0.153,0.0,0.847
1142155838376820736,"@HUDgov: “When I moved to Washington from California, I was able to live in a place where I could afford to buy a h… https://t.co/pzSIycKCRk",Fri Jun 21 19:42:26 +0000 2019,USA ,,,,,,,,0.0,0.0,0.0,1.0
1142150800564617216,Yet another assistance animal #FairHousing charge. This time @HUDgov charged the owners of several rental homes in… https://t.co/C6fKS6GTUC,Fri Jun 21 19:22:25 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,-0.2023,0.0,0.096,0.904
1142142645986156544,"RT @fairhousingoc: The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been charged b…",Fri Jun 21 18:50:01 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,-0.2023,0.0,0.079,0.921
1142134537608146945,"RT @LouisianaGov: Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who have…",Fri Jun 21 18:17:48 +0000 2019,"Baton Rouge, LA",30.449,-91.188,70801.0,22033.0,baton rouge,la,baton rouge la,0.8805,0.375,0.0,0.625
1142124773196984320,"Great news! Once @HUDgov makes the guidance effective, @RestoreLA_gov will begin the process to help homeowners who… https://t.co/KZDO4dsnkl",Fri Jun 21 17:39:00 +0000 2019,"Louisiana, USA",,,,,,,,0.8805,0.405,0.0,0.595
1142117042830630915,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",Fri Jun 21 17:08:17 +0000 2019,"Washington, DC",38.91,-77.02,20001.0,11001.0,washington,dc,washington dc,-0.6249,0.0,0.194,0.806
1142071897393438720,@Senpai_316 @SenatorMenendez @FHAgov @HUDgov Like calls to like.,Fri Jun 21 14:08:53 +0000 2019,in the kitchen.,,,,,,,,0.6124,0.455,0.0,0.545
1142039668881600513,@SenWarren @HUDgov That great idea has been tried before and.  Oh yeah the housing market collapsed. Giving people… https://t.co/mgmNhgsqT6,Fri Jun 21 12:00:49 +0000 2019,United States,,,,,,,,0.765,0.337,0.081,0.581
1141981200535474176,@citizenwillis @RBReich @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov… https://t.co/fHJiMefHRG,Fri Jun 21 08:08:29 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141909918368317441,A great program that the Housing Authority of SBC runs to assist families on the streets! A great partnership… https://t.co/6KB13DleAh,Fri Jun 21 03:25:14 +0000 2019,San Bernardino County ,,,,,,,,0.8687,0.395,0.0,0.605
1141901216194138114,"@SenWarren @HUDgov The entire @GOP and #MAGA movements are racist, corrupt, hypocritical losers who prey on the lea… https://t.co/rBWbjGAqlL",Fri Jun 21 02:50:40 +0000 2019,"Oklahoma, USA",,,,,,,,-0.886,0.0,0.394,0.606
1141889048828698627,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",Fri Jun 21 02:02:19 +0000 2019,NYC,,,,,,,,-0.6249,0.0,0.194,0.806
1141884197511897088,@SenWarren @HUDgov So he questioned why a crime against a person of color should be any different than a crime agai… https://t.co/lDg44SlwBb,Fri Jun 21 01:43:02 +0000 2019,"Encinitas, CA",33.05,-117.25,92024.0,6073.0,encinitas,ca,encinitas ca,-0.8261,0.0,0.352,0.648
1141878804211732482,"@SenWarren @HUDgov Trumps party,  the party of racist.  Right @GOP?",Fri Jun 21 01:21:36 +0000 2019,        US,,,,,,,,0.1027,0.329,0.244,0.427
1141877353896972288,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",Fri Jun 21 01:15:50 +0000 2019,Connecticut,,,,,,,,-0.6249,0.0,0.194,0.806
1141875431358029828,"RT @tippingpoint: .@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov know tha…",Fri Jun 21 01:08:12 +0000 2019,"Washington, DC",38.91,-77.02,20001.0,11001.0,washington,dc,washington dc,-0.6249,0.0,0.194,0.806
1141875177526980608,@SenWarren @HUDgov That doesn't seem fair,Fri Jun 21 01:07:11 +0000 2019,"Oro Valley, AZ. ",,,,,,,,-0.2411,0.0,0.282,0.718
1141874111137943554,@SenWarren @HUDgov Your wrong. HUD’s role isn’t to support people of color.  It’s to support Americans regardless o… https://t.co/kpRcAnOPiU,Fri Jun 21 01:02:57 +0000 2019,United States,,,,,,,,0.3182,0.22,0.127,0.653
1141873467991699456,@SenWarren @HUDgov Why do you ignore poor white families in America? Doesn’t fit the #Democratic agenda?,Fri Jun 21 01:00:24 +0000 2019,United States,,,,,,,,-0.5362,0.116,0.278,0.606
1141872747301224450,@SenWarren @HUDgov Democrats started KKK - Democrats were the slave owners-Democrats be keeping Black Folk down to… https://t.co/ynYfgsiMwc,Fri Jun 21 00:57:32 +0000 2019,"San Antonio, TX",29.48,-98.53,78201.0,48029.0,san antonio,tx,san antonio tx,0.0,0.0,0.0,1.0
1141871611571666945,@SenWarren @HUDgov Why only people of color?,Fri Jun 21 00:53:01 +0000 2019,"Arizona, USA",,,,,,,,0.0,0.0,0.0,1.0
1141870136158064641,".@SecretaryCarson's proposal to evict over 100,000 people during a housing crisis is unconscionable. Let @HUDgov kn… https://t.co/HkyAGJrKKW",Fri Jun 21 00:47:10 +0000 2019,"San Francisco, CA",,,94101.0,,san francisco,ca,san francisco ca,-0.6249,0.0,0.215,0.785
1141835456298016770,Abt $300K for one emergency repair comes via the @HUDgov.,Thu Jun 20 22:29:21 +0000 2019,"Bend, OR",44.0,-121.3,97701.0,41013.0,bend,or,bend or,-0.3818,0.0,0.224,0.776
1141819913176276992,Word of the Day: CHODOS @DallasCityMgr @HUDgov https://t.co/11GYeGlLmk,Thu Jun 20 21:27:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0,0.0,0.0,1.0
1141819010754830336,"The owners &amp; manager of a mobilehome park in Newfield, #NY, located in Tompkins County near #Ithica, have been char… https://t.co/K4AB0wX0wF",Thu Jun 20 21:24:00 +0000 2019,"Santa Ana, California",33.75,-117.86,92701.0,6059.0,santa ana,ca,santa ana ca,0.0,0.0,0.0,1.0
1141779066434883584,NAHREP urges Congressional leaders to pass the Homeownership for Dreamers Act! Read our full statement at… https://t.co/IPijcTpDtb,Thu Jun 20 18:45:17 +0000 2019,"San Diego, CA",32.72,-117.18,92101.0,6073.0,san diego,ca,san diego ca,0.0,0.0,0.0,1.0
1141770949571862529,"On @GovMattersTV #IT leaders from @HUDgov, @librarycongress, and @SoftwareAG come together to discuss best practice… https://t.co/jMAZFiGaPv",Thu Jun 20 18:13:02 +0000 2019,United States,,,,,,,,0.6369,0.219,0.0,0.781
1141758869259116544,RT @FairParkRising: Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,Thu Jun 20 17:25:01 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0,0.0,0.0,1.0
1141755044104196096,Has @HUDgov turned this over to the @FBI ?@DallasCityMgr https://t.co/1pG92POadG,Thu Jun 20 17:09:49 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0,0.0,0.0,1.0
1141720275878338561,"Other than Inmate DC, who else on council intervened on behalf of ICDC with @DallasCityMgr ?  @HUDgov @KBTDallasCOS… https://t.co/fnjyp5tufU",Thu Jun 20 14:51:40 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0,0.0,0.0,1.0
1141713659355381760,RT @FairParkRising: #UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?   ht…,Thu Jun 20 14:25:23 +0000 2019,"Dallas, Texas",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,-0.4767,0.124,0.253,0.622
1141691565741621249,#UsualSuspects named in new @HUDgov audit...does @DallasCityMgr have a conflict of interest in pursuing the fraud?… https://t.co/neLctwZ5VX,Thu Jun 20 12:57:35 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.1779,0.155,0.119,0.725
1141680026942750725,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,Thu Jun 20 12:11:44 +0000 2019,"Sierra Vista, AZ",31.6,-110.2,85635.0,4003.0,sierra vista,az,sierra vista az,0.0,0.0,0.0,1.0
1141602493492805632,"RT @UsaStevens: #Landlords, are you grumbling because #HUD may ask  you to kick out illegals?  Of course it's a pain.   It's more work. and…",Thu Jun 20 07:03:39 +0000 2019,"London, England",,,,,,,,-0.5106,0.0,0.13,0.87
1141569602721161217,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,Thu Jun 20 04:52:57 +0000 2019,Que Ti ,,,,,,,,0.0,0.0,0.0,1.0
1141546010424107008,@FairParkRising @HUDgov Does his wife still work there? What is her role?🤔,Thu Jun 20 03:19:12 +0000 2019,"Dallas, Texas",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0,0.0,0.0,1.0
1141545212168347648,What is his connection to Dallas Housing Authority? @HUDgov https://t.co/HmVwvKjcKx,Thu Jun 20 03:16:02 +0000 2019,"Dallas, TX",32.79,-96.8,75201.0,48113.0,dallas,tx,dallas tx,0.0772,0.126,0.0,0.874
1141514302764929025,".@SecretaryCarson will evict over 100K people, incl. 55K kids living in poverty, at the height of an… https://t.co/q6PuqacsIH",Thu Jun 20 01:13:12 +0000 2019,"San Francisco, CA",,,94101.0,,san francisco,ca,san francisco ca,-0.5106,0.0,0.163,0.837
1141503936035037184,@citizenwillis @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov So you… https://t.co/4OZrx9t2GL,Thu Jun 20 00:32:01 +0000 2019,"Killeen, TX",31.11,-97.73,76541.0,48027.0,killeen,tx,killeen tx,0.0,0.0,0.0,1.0
1141500120447348737,"@PattyMurray @HUDgov I'd bet that's now a ""new"" rule.  My guess is that it goes back to foundation of HUD that they keep genders separate.",Thu Jun 20 00:16:51 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141491897828962305,Don't let this slip by: proposed @HUDgov rule would allow people to be denied shelter based on gender at a time wit… https://t.co/dKAu7GWMXn,Wed Jun 19 23:44:10 +0000 2019,"Seattle, WA, USA",,,,,,,,-0.25,0.077,0.117,0.806
1141476724691091456,@RepJimmyGomez @HUDgov @SecretaryCarson @realDonaldTrump @HispanicCaucus @TheBlackCaucus @CAPAC Illegals should not… https://t.co/z5QnA939Y2,Wed Jun 19 22:43:53 +0000 2019,"Tennessee, USA",,,,,,,,0.0,0.0,0.0,1.0
1141448283539349504,@USAloveGOD @secretstranger9 @BilldeBlasio @andrewcuomo @LynnePattonHUD @HUDgov @nypmetro In their pockets of course,Wed Jun 19 20:50:52 +0000 2019,"Tennessee, USA",,,,,,,,0.0,0.0,0.0,1.0
1141444426151030784,RT @JayashreeNara14: @citizenwillis @RonaldKlain @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUD…,Wed Jun 19 20:35:32 +0000 2019,Northern California ,,,,,,,,0.0,0.0,0.0,1.0
1141443617996857344,@buske_natalie @realDonaldTrump @HUDgov The building has had bed bugs in it that wake up every spring since October… https://t.co/nEEXKPDXDS,Wed Jun 19 20:32:20 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141442904222851073,"@buske_natalie @realDonaldTrump @HUDgov Taxpayers! Our slumlord get 706,800.00 a year when I figured it up in 2017.… https://t.co/FFUveNB47U",Wed Jun 19 20:29:30 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141442533962080256,"@RepMaxineWaters @HUDgov @SecretaryCarson @FSCDems Yes. he is a joke. always has been. 
What will you do?",Wed Jun 19 20:28:01 +0000 2019,"Seattle, Washington",47.61,-122.33,98101.0,53033.0,seattle,wa,seattle wa,0.5994,0.274,0.0,0.726
1141442438910730240,@FSCDems @RepMaxineWaters @SecretaryCarson @HUDgov Surely you can do something better than just shaking your head i… https://t.co/xsumrDC6NY,Wed Jun 19 20:27:39 +0000 2019,"Seattle, Washington",47.61,-122.33,98101.0,53033.0,seattle,wa,seattle wa,0.6249,0.27,0.079,0.651
1141437548159520769,RT @Rails10Deborah: @buske_natalie @realDonaldTrump @HUDgov Since 2016 I've been calling this disability right attorneys or civil Right att…,Wed Jun 19 20:08:13 +0000 2019,"Savannah, GA",32.07,-81.09,31401.0,13051.0,savannah,ga,savannah ga,0.0,0.0,0.0,1.0
1141436810666663936,@buske_natalie @realDonaldTrump @HUDgov Since 2016 I've been calling this disability right attorneys or civil Right… https://t.co/NxnfbDCZgO,Wed Jun 19 20:05:17 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141436454029185025,@buske_natalie @realDonaldTrump @HUDgov People that live here been calling HUD 4 yrs. I sent air quality report and… https://t.co/lriZBQkoCN,Wed Jun 19 20:03:52 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141435042587127808,RT @Rails10Deborah: @buske_natalie @realDonaldTrump @HUDgov Thank you Natalie I could use them. I sent the president pictures of the meter…,Wed Jun 19 19:58:15 +0000 2019,"Savannah, GA",32.07,-81.09,31401.0,13051.0,savannah,ga,savannah ga,0.3612,0.128,0.0,0.872
1141433146765914112,@buske_natalie @realDonaldTrump @HUDgov Unfortunately it appears that everybody agrees that a sick senior citizen i… https://t.co/ECUEYckj0j,Wed Jun 19 19:50:43 +0000 2019,United States,,,,,,,,-0.5994,0.092,0.292,0.615
1141432884798140416,@buske_natalie @realDonaldTrump @HUDgov Thank you Natalie I could use them. I sent the president pictures of the me… https://t.co/VbGLYFDMu0,Wed Jun 19 19:49:41 +0000 2019,United States,,,,,,,,0.3612,0.135,0.0,0.865
1141428201404739587,@buske_natalie @realDonaldTrump @HUDgov Since I'm not getting any money I do not have any money for deposit rent or… https://t.co/ZF8vB4JFjJ,Wed Jun 19 19:31:04 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141427830846361600,@buske_natalie @realDonaldTrump @HUDgov I wrote to president I've even wrote to that sorry Ben Carson show them the… https://t.co/hM7kQFohkY,Wed Jun 19 19:29:36 +0000 2019,United States,,,,,,,,-0.0772,0.0,0.071,0.929
1141427495520100352,@buske_natalie @realDonaldTrump @HUDgov The thing is I'm actually allergic to all the water damage I became allergi… https://t.co/L1C9AQaRdi,Wed Jun 19 19:28:16 +0000 2019,United States,,,,,,,,-0.6597,0.0,0.265,0.735
1141426516061904896,@PattyMurray @HUDgov What is the legal definition of a transgender person? What if I claim to be transgender just t… https://t.co/ZLzh6zFyCv,Wed Jun 19 19:24:22 +0000 2019,"Seattle, WA",47.61,-122.33,98101.0,53033.0,seattle,wa,seattle wa,0.128,0.077,0.0,0.923
1141420654979235840,"RT @ncwentz: @PattyMurray @HUDgov Sen Murray, you need to rethink. Transgender concept made policy by Obama is scientific &amp; religious sacri…",Wed Jun 19 19:01:05 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141420632145448961,"@PattyMurray @HUDgov Sen Murray, you need to rethink. Transgender concept made policy by Obama is scientific &amp; reli… https://t.co/JVLROeSAl7",Wed Jun 19 19:00:59 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141415942359961600,RT @REI2day: Opportunity Zones: A New Dawn for Economic Opportunity #realestateinvesting #opportunityzones #useconomy #redevelopment @secre…,Wed Jun 19 18:42:21 +0000 2019,"EASTLAKE, CALIFORNIA, U.S.A.",,,,,,,,0.6808,0.318,0.0,0.682
1141415857995673600,RT @REI2day: HUD Offering Incentives to Multifamily Owners to Invest in Opportunity Zones #realestateinvesting #apartments #opportunityzone…,Wed Jun 19 18:42:01 +0000 2019,"EASTLAKE, CALIFORNIA, U.S.A.",,,,,,,,0.6249,0.267,0.0,0.733
1141414952592273408,@USAloveGOD @LazyMeatball @BilldeBlasio @andrewcuomo @LynnePattonHUD @HUDgov @nypmetro I don’t get #deBlasio at all… https://t.co/vgG8eLJHn5,Wed Jun 19 18:38:25 +0000 2019,"Arizona, USA",,,,,,,,0.0,0.0,0.0,1.0
1141411535056756742,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,Wed Jun 19 18:24:51 +0000 2019,"Fighting Rethugs in, Michigan USA",,,,,,,,0.0,0.0,0.0,1.0
1141411160492773376,RT @RepJimmyGomez: Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-status…,Wed Jun 19 18:23:21 +0000 2019,"Washington, DC",38.91,-77.02,20001.0,11001.0,washington,dc,washington dc,0.0,0.0,0.0,1.0
1141409456950874112,RT @ncwentz: @PattyMurray @HUDgov The transgender concept made policy by Obama days before leaving office is scientific &amp; religious sacrile…,Wed Jun 19 18:16:35 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141409399052705797,@PattyMurray @HUDgov The transgender concept made policy by Obama days before leaving office is scientific &amp; religi… https://t.co/RJr0VLc7yh,Wed Jun 19 18:16:21 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141409285412274176,Joining my #TriCaucus colleagues in opposing @HUDgov @SecretaryCarson’s proposed rule to evict immigrant &amp; mixed-st… https://t.co/zfySTROt9g,Wed Jun 19 18:15:54 +0000 2019,"Los Angeles, CA",33.97,-118.25,90001.0,6037.0,los angeles,ca,los angeles ca,0.0,0.0,0.0,1.0
1141393724653498368,@PattyMurray @HUDgov There are going to be some situations where biological sex needs to take priority over identit… https://t.co/VHKUAY9JNA,Wed Jun 19 17:14:04 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141383656465928194,"@PattyMurray @HUDgov Caring means to be considerate of others. 

Politicians “should be” considerate of everyone.… https://t.co/zgJxHNmSpm",Wed Jun 19 16:34:04 +0000 2019,United States,,,,,,,,0.8402,0.409,0.0,0.591
1141383046546853888,@SenCortezMasto @PattyMurray @HUDgov Because nothing incentivizes the opening of shelters by religious organization… https://t.co/M1s0zTvetW,Wed Jun 19 16:31:38 +0000 2019,"Vacaville, CA",38.4,-121.9,95687.0,6095.0,vacaville,ca,vacaville ca,0.0,0.0,0.0,1.0
1141365016018341889,"BreakThrough Inc. founder @PattersonHUD poses for a photograph at the organization's office in Spokane, WA. He is n… https://t.co/R64xp3fhb8",Wed Jun 19 15:20:00 +0000 2019,"Spokane, WA",47.66,-117.44,99201.0,53063.0,spokane,wa,spokane wa,0.0,0.0,0.0,1.0
1141360373796179968,@HispanicCaucus @RepBarragan @HUDgov @SecretaryCarson @NydiaVelazquez @JoaquinCastrotx @RepKarenBass @RepJudyChu… https://t.co/Ayzx5ZbFH7,Wed Jun 19 15:01:33 +0000 2019,"Long Beach, CA",33.76,-118.2,90802.0,6037.0,long beach,ca,long beach ca,0.0,0.0,0.0,1.0
1141357268040114176,"RT @ungerbn103: @citizenwillis @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov This is ""drain…",Wed Jun 19 14:49:12 +0000 2019,"Rust Belt, USA",,,,,,,,0.0,0.0,0.0,1.0
1141357252034650114,"@citizenwillis @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov This is ""draining the swamp?""",Wed Jun 19 14:49:08 +0000 2019,"Rust Belt, USA",,,,,,,,0.0,0.0,0.0,1.0
1141332784515956736,@citizenwillis @MalcolmNance @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov… https://t.co/M4CRUuMaUH,Wed Jun 19 13:11:55 +0000 2019,So. California,,,,,,,,0.0,0.0,0.0,1.0
1141307046400335872,@citizenwillis @MalcolmNance @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov… https://t.co/l32wRYoOoJ,Wed Jun 19 11:29:38 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141283115312144385,@citizenwillis @MalcolmNance @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov… https://t.co/li5nqE9K4v,Wed Jun 19 09:54:33 +0000 2019,"Phoenix, Arizona",33.45,-112.08,85003.0,4013.0,phoenix,az,phoenix az,0.0,0.0,0.0,1.0
1141240906382622720,"RT @repdinatitus: I'm proud to announce that @HUDgov has granted $800,000 to the Las Vegas Paiute Tribe for a wellness center on the tribe’…",Wed Jun 19 07:06:49 +0000 2019,Las Vegas NV,,,,,,,,0.7906,0.286,0.0,0.714
1141233217820741632,President Trump announces re-election bid among a crowded field with Latino former @HUDgov Secretary under Presiden… https://t.co/CgULiUw1AK,Wed Jun 19 06:36:16 +0000 2019,"San Jose, CA",,,95101.0,6085.0,san jose,ca,san jose ca,0.0,0.0,0.0,1.0
1141213116358889472,@citizenwillis @beyerstein @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov @HUDgov Swampy.,Wed Jun 19 05:16:24 +0000 2019,United States,,,,,,,,0.0,0.0,0.0,1.0
1141213081588002816,@citizenwillis @igorvolsky @DeptofDefense @HHSGov @EPA @Interior @USDOT @usedgov @USTreasury @USDOL @CommerceGov… https://t.co/tgkZVp8Bqz,Wed Jun 19 05:16:16 +0000 2019,USA,,,,,,,,0.0,0.0,0.0,1.0
1141204496388784128,"#Landlords, are you grumbling because #HUD may ask  you to kick out illegals?  Of course it's a pain.   It's more w… https://t.co/AsdV5oIi4L",Wed Jun 19 04:42:09 +0000 2019,United States,,,,,,,,-0.5106,0.0,0.142,0.858
